"Timestamp","MAC address","Bar code number","Building location","Make","Model","Model #","Serial Number","Building","Asset Category ID","Employee name","Comments"
,,,"library lab","Dell","Optiplex","gx260","JKX4821","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","8YX4821","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","85RPW21","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","JZY4821","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","GMHB821","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","4MQPW21","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","3QZ4821","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","8PQPW21","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","JPSC641","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx270","CN137403BM01D9","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","14Y4821","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx270","CN1374042402P8","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx270","CN698612BT8418","SES","desktop",,
,,,"library lab","Dell","Optiplex","gx260","F1Y4821","SES","desktop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430J4SEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232E2PS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232AFPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285H0M4RJ","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H631HKAVR3","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430EXSEB4","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV32324APS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3227G1PS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232CMPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430MLSEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232BFPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285G5M4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232ADPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV223YXMN6P","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV32320MPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232N9PS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV32324DPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV32328HPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232CKPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3225WPPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430K6SEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430L8SEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285D2M4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV22857PM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV22857RM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV228599M4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2297EQM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2313C0M4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285FWM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV22856XM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285V1M4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232A7PS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430NMSEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285AXM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430LPSEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV314ZHAP94","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV228572M4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G4","4H5430FYSEB","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285HSM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285JRM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV323012PS2","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV32324KPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232DYPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285JWM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232DTPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV32328CPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3233F8PS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3232DWPS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV3300AVNDF","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285JCM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV323261PS1","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2272CLM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2771LBM4R","SES","Laptop",,
,,,"Hallway (upstairs)","Apple","iBook","G3","UV2285JPM4R","SES","Laptop",,
,,"EE L 36","Hallway (upstairs)","HP","LaserJet","4050n",,"SES","printer",,
,,"EE L 34","Hallway (upstairs)","HP","LaserJet",1100,,"SES","printer",,
,,1768,"Gilmore","HP","DeskJet",6127,,"SES","printer",,
,,,"Guidance","HP","LaserJet",1100,"USGN085881","SES","printer",,
,,1058,"Guidance","HP","LaserJet",1200,,"SES","printer",,
,,,"Bucklin","HP","SFF","dc7100","2UA5040B4V","SES","desktop",,
,,"EE P 99","Bucklin","HP","LaserJet",1150,,"SES","printer",,
,,,"Bucklin","Dell","Optiplex","GX260",,"SES","desktop",,
,,,"Bucklin","Dell","Optiplex","GX260",,"SES","desktop",,
,,"EE P 98","Bucklin","HP","LaserJet",1150,,"SES","printer",,
,,,"Farrar","HP","DeskJet",6127,,"SES","printer",,
,,,"upstairs conf.","Toshiba","E-Studio","e-452","CID616248","SES","printer",,
12/21/2012 15:20:09,"N/A","L10293A","Tech Director's office","HP","Laserjet","4L","L10293A","Special Services office (6 Mortland Rd)","Printer","Bob Bradford","None"
,,,"main office","HP","SFF","6000 Pro","2UA1230287","Sped Office","desktop",,
,,,"main office","Asus",,"VH236 H","ABLMTF074571","Sped Office","lcd monitor",,
,,"GG G 60","main office","Xerox","Phaser",6360,,"Sped Office","printer",,
,,,"main office","Toshiba","E-Studio","e-452","CIC614821","Sped Office","copier",,
,,,"Sharon's office","Acer",,"x23h",884483452088,"Sped Office","lcd monitor",,
,,,"main office","Asus",,"vw224","A8LMTF089252","Sped Office","lcd monitor",,
,,,"main office","Intel","Atom","custom",,"Sped Office","desktop",,
,,,"main office","HP","SFF","dc5800","2UA9200TVK","Sped Office","desktop",,
,,"EE L 33","main office","HP","LaserJet","4200n",,"Sped Office","printer",,
,,,"main office","Lenovo","ThinkPad","4239-46U","1S423946UR9EYR96","Sped Office","laptop",,
,,,"server room","Netgear",,"FS116",,"Sped Office","switch",,
,,,"server room","Netgear",,"FS105",,"Sped Office","switch",,
,,,"server room","Linksys",,"8 port",,"Sped Office","switch",,
,,,"server room","HP","Xeon",,,"Sped Office","server",,
,,,"server room","Dell","Dimension","XPS R350",,"Sped Office","server",,
,,,"server room","IBM",,"300 GL",,"Sped Office","server",,
,,1844,"server room","Panasonic",,"KX-TDA50",,"Sped Office","phone system",,
,,"FF I 87","conf. Room","HP","LaserJet","2200dn",,"Sped Office","printer",,
,,,"conf. Room","Gateway","Mini desktop","NLX",,"Sped Office","desktop",,
,,,"conf. Room","Gateway","Mini desktop","NLX",,"Sped Office","desktop",,
,,,"library","Apple","iBook","G4","4H5080FDRER","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV44903MRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H631L0UVR3","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H5080LERER","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV449040RCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV441085S02","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H5430NSSEB","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV44901HRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H631G5FVR3","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV44904LRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H5430NDSEB","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV4490CPRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV4490BVRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV4490C7RCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV44909DRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV4490MYRCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H5430UPSEB","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV4490Q5RCR","SSES","laptop",,
,,,"library","Apple","iBook","G4","4H631G3XVR3","SSES","laptop",,
,,,"library","Apple","iBook","G4","UV44900ZRCR","SSES","laptop",,
,,1895,"library","Apple","Macbook",,"W873420CZ5V","SSES","laptop",,
,,1861,"library","Xerox","WorkCentre","C2424","VVK021058","SSES","printer",,
,,,"library","MicroPro","ClientPro","P4",,"SSES","desktop",,
,,1379,"library","Gestetner",,"P7527N","Q2366704006","SSES","printer",,
,,,"library","Dell","Dimension","XPS D333",,"SSES","desktop",,
,,,"library","Linksys","WorkGroup","16-port",,"SSES","switch",,
,,1760,"library","HP","DeskJet",6127,,"SSES","printer",,
,,1761,"library","Archangel",,,,"SSES","desktop",,
,,,"library","MicroPro","ClientPro","P3",,"SSES","desktop",,
,,1757,"library","HP","ScanJet","5550c",,"SSES","scanner",,
,,,"storage","NEC",,"VT595","7503485FD","SSES","projector",,
,,,"storage","SmartBoard",,,"SB680-R1-012729","SSES","SmartBoard",,
,,"EE L 40","sped","Brother",,"HL-2070N",,"SSES","printer",,
,,,"sped","HP Compaq","SFF","dc5100","MXL5230837","SSES","desktop",,
,,1756,"sped","MicroPro","ClientPro","P4",,"SSES","desktop",,
,,,"hallway","Toshiba","E-Studio","e-520","CZE617687","SSES","copier",,
,,,"Classroom #1","Apple","iBook","G3","UV223Z1KN6P","SSES","laptop",,
,,,"Classroom #1","Apple","iBook","G3","UV314ZGLP94","SSES","laptop",,
,,,"Conf. Room","Toshiba","E-Studio","e-452","CID616255","SSES","copier",,
,,1908,"Principals office","HP Compaq","SFF","dc5750","MXL80508MJ","SSES","desktop",,
,,,"main office","MicroPro","ClientPro","P4",,"SSES","desktop",,
,,"DD F 82","main office","HP","LaserJet",4000,,"SSES","printer",,
,,,"comm closet","Linksys","Access Point","Wireless-G",,"SSES","WAP",,
,,1759,"comm closet","Dell","PowerConnect",3324,,"SSES","switch",,
,,,"comm closet","Cisco",,1841,452854,"SSES","router",,
,,1127,"comm closet","Dell","Dimension","XPS t700r",,"SSES","desktop",,
,,,"comm closet","Intel","Core 2 Duo",,,"SSES","server (camera)",,
,,,"comm closet","Netgear",,"FS108P",,"SSES","switch",,
,,"7HBNV71","kitchen","Dell","Dimension",3000,,"SSES","desktop",,
1/2/2013 13:58:44,"00:1f:29:34:f7:dd","None","Kitchen","HP","DX2400 Micro Tower","dx2400","MXM826015D","THMS","Desktop","Shirley Caler","Intel Pentium Dual E2180 @ 2.00 GHz, 1.20 GHz
Memory: 512 DDR3 SDRAM (PC3 6400) (issued with 512, currently has 1GB)
XP SP3, MS Office 2000"
1/2/2013 14:13:54,"70:71:bc:e8:6f:5f","None","Kitchen","Intel","Atom",,"[/21B6E1E2]","THMS","Desktop","Perley Martin","Custom build.
Serial came from the back of the main board.
Atom CPU D525@1.80 GHz
3.23GB RAM (4GB installed)
XP SP3"
1/2/2013 14:18:31,"00:60:e0:44:4a:c1","None","Kitchen","UTC Retail","UT ","UT1870-2000",80600962,"THMS","Other","POS","Celeron 1.5 GHz with 512 MB RAM
XP Sp3
Linksys USB wireless adapter: 00:18:F8:A6:C9:61"
1/2/2013 14:31:00,"00:60:e0:43:bb:a3","None","Kitchen","UTC Retail","UT ","UT1870-2000",80400629,"THMS","Other","POS","Intel Celeron, 1.5 GHz
512 MB RAM
XP SP3
Linksys USB Wireless Adapter: 00:1c:10:62:91:b3"
1/2/2013 14:31:00,,,"sdhs","Apple","ibook g4","a1133","4h631ljcvr3","thms","laptop",,"on repair shelf"
1/2/2013 14:31:00,,,"sdhs","apple","ibook g4","a1133","4H631GA9VR3","thms","laptop",,"on repair shelf"
1/2/2013 14:31:00,,,"sdhs","apple","ibook g4","a1054","UV4220VWR74","thms","laptop",,"on repair shelf"
1/3/2013 15:20:07,,"5TSBQ71","Data Room","Dell","Xeon","ECM","5TSBQ71","THMS","Server","Ren Server",
1/3/2013 15:22:54,"00:16:17:35:a7:e6","None","Data Room","HP","dx2200 MicroTower","dx2200m","MXl62406BF","THMS","Server","DHCP Server",
1/3/2013 15:27:14,,"7MHS7G1","Data Room","Dell","Power Edge 840","Power Edge 840","7MHS7G1","THMS","Server","FCArchive",
1/3/2013 15:30:37,"00:02:b3:b0:5b:9c",,"Data Room","Rollins Technologies",,"KPTBA8E450BLK","ECPP3081013","THMS","Server","Domain Server",
,,,"kitchen","Apple","iMac",,"RN13478FLG8","Weymouth","desktop",,
,,,,,,,,,,,
,"00 14 51 41 96 AA",319396,"RM221","Apple","iBook G4","A1133","4H631H1YVR3","THMS","Laptop",,
,"00 14 51 41 A5 94",331560,"RM221","Apple","iBook G4","A1133","4H631R3DVR3","THMS","Laptop",,
,"00 14 51 41 16 8C",322124,"RM221","Apple","iBook G4","A1133","4H631D8QVR3","THMS","Laptop",,
,"00 14 51 40 FE BA","319700 / 92037","RM221","Apple","iBook G4","A1133","4H631G1XVR3","THMS","Laptop",,
,"00 14 51 9C 73 FA",327640,"RM221","Apple","iBook G4","A1133","4H631LJ5VR3","THMS","Laptop",,
,"00 14 51 41 C4 64",319575,"RM221","Apple","iBook G4","A1133","4H631E27VR3","THMS","Laptop",,
,"00 14 51 41 88 C8",311414,"RM221","Apple","iBook G4","A1133","4H6316J0VR3","THMS","Laptop",,
,"00 14 51 42 03 80",315132,"RM221","Apple","iBook G4","A1133","4H631BJKVR3","THMS","Laptop",,
,"00 14 51 40 4A FA",319787,"RM221","Apple","iBook G4","A1133","4H631F8VVR3","THMS","Laptop",,
,"00 14 51 9C 5F AC",323935,"RM221","Apple","iBook G4","A1133","4H631D11VR3","THMS","Laptop",,
,"00 14 51 41 E7 EE",319544,"RM221","Apple","iBook G4","A1133","4H631FWYVR3","THMS","Laptop",,
,"00 14 51 3E AE 26",320452,"RM221","Apple","iBook G4","A1133","4H631GK6VR3","THMS","Laptop",,
,"00 14 51 41 E9 6C",319615,"RM221","Apple","iBook G4","A1133","4H631GTVVR3","THMS","Laptop",,
,"00 0D 93 AF 97 B8","UV4220WGR74","RM221","Apple","iBook G4","A1054","UV4220WGR74","THMS","Laptop",,
,"00 14 51 41 EE 3C",319223,"RM221","Apple","iBook G4","A1133","4H6317XWVR3","THMS","Laptop",,
,"00 14 51 41 00 BC",319252,"RM221","Apple","iBook G4","A1133","4H631G1UVR3","THMS","Laptop",,
,"00 14 51 40 9A 94",319596,"RM221","Apple","iBook G4","A1133","4H631FJEVR3","THMS","Laptop",,
,"00 14 51 41 20 90",316122,"RM219","Apple","iBook G4","A1133","4H6313JHVR3","THMS","Laptop",,
,"00 14 51 41 BF 32",319773,"RM219","Apple","iBook G4","A1133","4H631ERZVR3","THMS","Laptop",,
,"00 14 51 9C AD 90",301543,"RM219","Apple","iBook G4","A1133","4H631GD9VR3","THMS","Laptop",,
,"00 14 51 3E C2 34","4H631KBUVR3","RM219","Apple","iBook G4","A1133","4H631KBUVR3","THMS","Laptop",,
,"00 14 51 41 F8 4E",320946,"RM219","Apple","iBook G4","A1133","4H631G88VR3","THMS","Laptop",,
,"00 14 51 41 85 16",320941,"RM219","Apple","iBook G4","A1133","4H631G9UVR3","THMS","Laptop",,
,"00 14 51 9C CE D8",329495,"RM219","Apple","iBook G4","A1133","4H631PFJVR3","THMS","Laptop",,
,"00 14 51 40 CD 5E",319534,"RM219","Apple","iBook G4","A1133","4H631BZMVR3","THMS","Laptop",,
,"00 14 51 41 EB 04",319713,"RM219","Apple","iBook G4","A1133","4H631ELYVR3","THMS","Laptop",,
,"00 14 51 42 02 DA",322223,"RM219","Apple","iBook G4","A1133","4H631M4JVR3","THMS","Laptop",,
,"00 14 51 9C D0 42",326944,"RM219","Apple","iBook G4","A1133","4H631L79VR3","THMS","Laptop",,
,"00 14 51 9C B8 FE",326819,"RM219","Apple","iBook G4","A1133","4H631L3FVR3","THMS","Laptop",,
,"00 14 51 42 02 06",319630,"RM219","Apple","iBook G4","A1133","4H631FKKVR3","THMS","Laptop",,
,"00 14 51 9C 89 E4",319541,"RM219","Apple","iBook G4","A1133","4H631GV2VR3","THMS","Laptop",,
,"00 14 51 9C AC 44",320672,"RM219","Apple","iBook G4","A1133","4H631GBHVR3","THMS","Laptop",,
,"00 14 51 41 FA BC",319244,"RM219","Apple","iBook G4","A1133","4H6314HTVR3","THMS","Laptop",,
,"00 0D 93 68 A2 B6","UV4220VPR74","RM219","Apple","iBook G4","A1054","UV4220VPR74","THMS","Laptop",,
,"00 14 51 27 EF 0A",319719,"RM219","Apple","iBook G4","A1133","4H6319HAVR3","THMS","Laptop",,
,"00 15 51 41 11 C8",322122,"RM222","Apple","iBook G4","A1133","4H631LCWVR3","THMS","Laptop",,
,"00 14 51 40 22 AA",300312,"RM222","Apple","iBook G4","A1133","4H6251CCSE4","THMS","Laptop",,
,"00 14 51 AB 55 22",319551,"RM222","Apple","iBook G4","A1133","4H631GMRVR3","THMS","Laptop",,
,"00 14 51 41 20 04",305967,"RM222","Apple","iBook G4","A1133","4H63111E3VR3","THMS","Laptop",,
,"00 14 51 40 FE F6",320509,"RM222","Apple","iBook G4","A1133","4H631GFGVR3","THMS","Laptop",,
,"00 14 51 42 01 1A",319774,"RM222","Apple","iBook G4","A1133","4H631FVRVR3","THMS","Laptop",,
,"00 14 51 9C 81 20",319389,"RM222","Apple","iBook G4","A1133","4H631H0SVR3","THMS","Laptop",,
,"00 14 51 40 57 80",303471,"RM222","Apple","iBook G4","A1133","4H6310L1VR4","THMS","Laptop",,
,"00 14 51 0E 8D D2",322063,"RM222","Apple","iBook G4","A1133","4H631M4HVR3","THMS","Laptop",,
,"00 14 51 9C 81 18",320767,"RM222","Apple","iBook G4","A1133","4H631GVRVR3","THMS","Laptop",,
,"00 14 51 3E D1 54",319593,"RM222","Apple","iBook G4","A1133","4H631GL1VR3","THMS","Laptop",,
,"00 14 51 34 7E 60",322341,"RM222","Apple","iBook G4","A1133","4H631M6UVR3","THMS","Laptop",,
,"00 14 51 9C A9 7A",320764,"RM222","Apple","iBook G4","A1133","4H631G9YVR3","THMS","Laptop",,
,"00 14 51 1C 12 18",319336,"RM222","Apple","iBook G4","A1133","4H6313E3VR3","THMS","Laptop",,
,"00 14 51 41 0A AC",303031,"RM222","Apple","iBook G4","A1133","4H631035VR4","THMS","Laptop",,
,"00 14 51 41 F8 DA",319874,"RM222","Apple","iBook G4","A1133","4H631H1MVR3","THMS","Laptop",,
,"00 14 51 89 97 6E",322078,"RM222","Apple","iBook G4","A1133","4H631KXGVR3","THMS","Laptop",,
,"00 14 51 40 81 86",320988,"RM222","Apple","iBook G4","A1133","4H631GEAVR3","THMS","Laptop",,
,"00 14 51 41 C1 42",319535,"RM222","Apple","iBook G4","A1133","4H631H18VR3","THMS","Laptop",,
,"00 14 51 9C AC 66",327396,"RM222","Apple","iBook G4","A1133","4H631KVEVR3","THMS","Laptop",,
,"00 14 51 40 CA 92",320704,"RM222","Apple","iBook G4","A1133","4H631GYPVR3","THMS","Laptop",,
,"00 14 51 41 E9 36",322394,"RM218","Apple","iBook G4","A1133","4H631GD3VR3","THMS","Laptop",,
,"00 14 51 41 E2 40",320768,"RM218","Apple","iBook G4","A1133","4H631GVFVR3","THMS","Laptop",,
,"00 14 51 41 EB A6",319595,"RM218","Apple","iBook G4","A1133","4H631GV1VR3","THMS","Laptop",,
,"00 14 51 41 B8 6C",339692,"RM218","Apple","iBook G4","A1133","4H631VTRVR3","THMS","Laptop",,
,"00 14 51 9C 57 12",322946,"RM218","Apple","iBook G4","A1133","4H631MD8VR3","THMS","Laptop",,
,"00 11 24 47 65 58",326347,"RM218","Apple","iBook G4","A1133","4H631KJ6VR3","THMS","Laptop",,
,"00 14 51 40 28 B2",319632,"RM218","Apple","iBook G4","A1133","4H631EL9VR3","THMS","Laptop",,
,"00 14 51 41 FB D2",319018,"RM218","Apple","iBook G4","A1133","4H631FTPVR3","THMS","Laptop",,
,"00 14 51 9C CF 46",322331,"RM218","Apple","iBook G4","A1133","4H631LYDVR3","THMS","Laptop",,
,"00 14 51 41 98 6C",319317,"RM218","Apple","iBook G4","A1133","4H631EPTVR3","THMS","Laptop",,
,"00 14 51 41 84 B4",319665,"RM218","Apple","iBook G4","A1133","4H631GP2VR3","THMS","Laptop",,
,"00 14 51 3E B0 CA",322200,"RM218","Apple","iBook G4","A1133","4H631M5FVR3","THMS","Laptop",,
,"00 14 51 9C A8 FA",322462,"RM218","Apple","iBook G4","A1133","4H631HMHVR3","THMS","Laptop",,
,"00 14 51 3E D1 7E",319835,"RM218","Apple","iBook G4","A1133","4H631GLJVR3","THMS","Laptop",,
,"00 14 51 41 DE 5E",319764,"RM218","Apple","iBook G4","A1133","4H631E0HVR3","THMS","Laptop",,
,"00 14 51 41 22 D2",319668,"RM218","Apple","iBook G4","A1133","4H6316WTVR3","THMS","Laptop",,
,"00 14 51 41 F7 02",319557,"RM218","Apple","iBook G4","A1133","4H631ERCVR3","THMS","Laptop",,
,"00 14 51 42 0D 7E",322091,"RM218","Apple","iBook G4","A1133","4H63159TVR3","THMS","Laptop",,
,"00 14 51 41 18 98",305980,"RM218","Apple","iBook G4","A1133","4H6312AFVR3","THMS","Laptop",,
,"00 0A 95 C0 ED DA","UV4220N9R73","RM218","Apple","iBook G4","A1133","UV4220N9R73","THMS","Laptop",,
,"00 14 51 40 33 D0",320745,"RM217","Apple","iBook G4","A1133","4H631GFSVR3","THMS","Laptop",,
,"00 14 51 9C CC E4",322228,"RM217","Apple","iBook G4","A1133","4H631LZAVR3","THMS","Laptop",,
,"00 14 51 9C D2 E4",321060,"RM217","Apple","iBook G4","A1133","4H631KQ9VR3","THMS","Laptop",,
,"00 14 51 41 0A 6 E",338258,"RM217","Apple","iBook G4","A1133","4H63106NVR4","THMS","Laptop",,
,"00 14 51 9C D2 4A",322092,"RM217","Apple","iBook G4","A1133","4H631LKHVR3","THMS","Laptop",,
,"00 14 51 9C A7 48",320840,"RM217","Apple","iBook G4","A1133","4H631GT0VR3","THMS","Laptop",,
,"00 14 51 41 95 82",322051,"RM217","Apple","iBook G4","A1133","4H631L91VR3","THMS","Laptop",,
,"00 14 51 41 96 A0",320846,"RM217","Apple","iBook G4","A1133","4H631FKHVR3","THMS","Laptop",,
,"00 14 51 41 21 9C",320707,"RM217","Apple","iBook G4","A1133","4H631FMDVR3","THMS","Laptop",,
,"00 14 51 9C B8 9E",322459,"RM217","Apple","iBook G4","A1133","4H631LZVVR3","THMS","Laptop",,
,"00 14 51 43 10 B4",319060,"RM217","Apple","iBook G4","A1133","4H631GKJVR3","THMS","Laptop",,
,"00 14 51 41 E8 76",320749,"RM217","Apple","iBook G4","A1133","4H631GU3VR3","THMS","Laptop",,
,"00 14 51 9C B0 06",322126,"RM217","Apple","iBook G4","A1133","4H631LWFVR3","THMS","Laptop",,
,"00 14 51 41 EA 24",316138,"RM217","Apple","iBook G4","A1133","4H631DVYVR3","THMS","Laptop",,
,"00 14 51 9C AD 0C",322094,"RM217","Apple","iBook G4","A1133","4H631HEQVR3","THMS","Laptop",,
,"00 14 51 41 E9 48",321147,"RM217","Apple","iBook G4","A1133","4H631HKKVR3","THMS","Laptop",,
,"00 14 51 41 12 DE",319532,"RM217","Apple","iBook G4","A1133","4H631DXQVR3","THMS","Laptop",,
,"00 14 51 3E C9 C0",316029,"RM217","Apple","iBook G4","A1133","4H631CA8VR3","THMS","Laptop",,
,"00 14 51 AB 13 2C",319229,"RM217","Apple","iBook G4","A1133","4H631AZJVR3","THMS","Laptop",,
,"00 14 51 41 93 DA",319426,"RM217","Apple","iBook G4","A1133","4H631H1WVR3","THMS","Laptop",,
,"00 14 51 41 B9 4E",311280,"RM216","Apple","iBook G4","A1133","4H6315CPVR3","THMS","Laptop",,
,"00 14 51 AB 64 2A",331462,"RM216","Apple","iBook G4","A1133","4H631P9DVR3","THMS","Laptop",,
,"00 14 51 41 E1 AA",319754,"RM216","Apple","iBook G4","A1133","4H631GTQVR3","THMS","Laptop",,
,"00 14 51 41 D2 E8",320703,"RM216","Apple","iBook G4","A1133","4H6313F5VR3","THMS","Laptop",,
,"00 14 51 41 F4 00",322093,"RM216","Apple","iBook G4","A1133","4H631AERVR3","THMS","Laptop",,
,"00 14 51 40 CA A6",318633,"RM216","Apple","iBook G4","A1133","4H631BUYVR3","THMS","Laptop",,
,"00 14 51 41 96 74",322458,"RM216","Apple","iBook G4","A1133","4H631M6TVR3","THMS","Laptop",,
,"00 14 51 41 BE BC",322197,"RM216","Apple","iBook G4","A1133","4H631M4UVR3","THMS","Laptop",,
,"00 14 51 3E A7 2E",319224,"RM216","Apple","iBook G4","A1133","4H631DYQVR3","THMS","Laptop",,
,"00 14 51 9C A6 66",320680,"RM216","Apple","iBook G4","A1133","4H631FKYVR3","THMS","Laptop",,
,"00 14 51 40 3D E6",320838,"RM216","Apple","iBook G4","A1133","4H631G0DVR3","THMS","Laptop",,
,"00 14 51 9C A7 D4",319397,"RM216","Apple","iBook G4","A1133","4H631FK6VR3","THMS","Laptop",,
,"00 0A 95 D4 6B 10","UV4220WJR74","RM216","Apple","iBook G4","A1054","UV4220WJR74","THMS","Laptop",,
,"00 14 51 3E D2 14",322455,"RM216","Apple","iBook G4","A1133","4H631B5EVR3","THMS","Laptop",,
,"00 14 51 41 ED 1C",320781,"RM216","Apple","iBook G4","A1133","4H631GS5VR3","THMS","Laptop",,
,"00 14 51 0E DD B4",320742,"RM216","Apple","iBook G4","A1133","4H631GCGVR3","THMS","Laptop",,
,"00 14 51 42 02 64",319554,"RM216","Apple","iBook G4","A1133","4H631FLFVR3","THMS","Laptop",,
,"00 14 51 41 EA 5E",320480,"RM216","Apple","iBook G4","A1133","4H631FDTVR3","THMS","Laptop",,
,"000A95950C46","XB33408MPC1","RM110","Apple","PowerMac G4","M8570","XB33408MPC1","THMS","Desktop",,
,"0005027106DA","XB9040BUDKJ","RM110","Apple","Macintosh Server G3","M5183","XB9040BUDKJ","THMS","Desktop",,
