1,"Computer",1,0
6,"Copier",0,0
8,"Document Camera",0,0
10,"iPad",0,1
4,"Laptop",0,1
7,"LCD Monitor",0,0
3,"Managed Switch",1,1
15,"Monitor",0,0
9,"Netbook",0,1
5,"Printer",1,0
16,"Projector",0,0
12,"Router",1,1
13,"Scanner",0,0
11,"Unmanaged Switch",0,0
14,"Video Equipment",0,1
2,"WAP",1,1
